NID,CONTRIBUTOR,TOTAL
740,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
1641,"NNP GZC Car '15WHITE', Person 'B'",1
639,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1034,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1880,"NNP GZC Car '6RED', Person 'B'",1
683,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1995,"NNP GZC Car '1RED', Person 'B'",1
157,"NNP GZC Car '1PURPLE', Person 'D'",2
1522,"NNP GZC Car '1PURPLE', Person 'D'",2
718,"NNP GZC Car '5WHITE', Person 'A'",1
333,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",6
1928,"NNP GZC Car '1BLUE', Person 'C'",1
1828,"NNP GZC Car '11WHITE', Person 'A'",2
356,"NNP GZC Car '1RED', Person 'B'",1
1996,"NNP GZC Car '3RED', Person 'B'",1
1406,"NNP GZC Car '5WHITE', Person 'A'",1
1990,"NNP GZC Car '1RED', Person 'A'",2
1065,"NNP GZC Car '1RED', Person 'B'",3
845,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1640,"NNP GZC Car '1PURPLE', Person 'C'",3
984,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
385,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",5
1280,"NNP GZC Car '6WHITE', Person 'B'",1
45,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1106,"NNP GZC Car '2WHITE', Person 'A'",1
1459,"NNP GZC Car '5WHITE', Person 'A'",1
870,"NNP GZC Car '6RED', Person 'B'",1
690,"NNP GZC Car '1PURPLE', Person 'D'",1
1508,"NNP GZC Car '1PURPLE', Person 'A'",2
1616,"NNP GZC Car '8WHITE', Person 'A'",1
388,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
837,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1325,"NNP GZC Car '6WHITE', Person 'B'",1
1810,"NNP GZC Car '5WHITE', Person 'A'",2
839,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
526,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1721,"NNP GZC Car '1RED', Person 'A'",1
1972,"NNP GZC Car '1RED', Person 'A'",1
1566,"NNP GZC Car '7WHITE', Person 'B'",1
280,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
305,"NNP GZC Car '25PURPLE', Person 'A'",2
297,"NNP GZC Car '1RED', Person 'B'",2
1400,"NNP GZC Car '5WHITE', Person 'A'",1
1093,"NNP GZC Car '25PURPLE', Person 'A'",1
860,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1492,"NNP GZC Car '1PURPLE', Person 'D'",3
1716,"NNP GZC Car '1BLUE', Person 'C'",1
1629,"NNP GZC Car '1PURPLE', Person 'B'",1
696,"NNP GZC Car '1PURPLE', Person 'D'",3
1499,"NNP GZC Car '5WHITE', Person 'A'",1
726,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",7
899,"NNP GZC Car '2RED', Person 'D'",1
1183,"NNP GZC Car '1WHITE', Person 'B'",1
459,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
781,"NNP GZC Car '1PURPLE', Person 'D'",1
1603,"NNP GZC Car '1PURPLE', Person 'A'",1
1795,"NNP GZC Car '8WHITE', Person 'A'",1
605,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
992,"NNP GZC Car '11WHITE', Person 'A'",1
1518,"NNP GZC Car '1PURPLE', Person 'B'",6
1028,"NNP GZC Car '1BLUE', Person 'C'",2
360,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
784,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
607,"NNP GZC Car '1BLUE', Person 'B'",3
1556,"NNP GZC Car '14WHITE', Person 'A'",1
542,"NNP GZC Car '2WHITE', Person 'A'",2
1561,"NNP GZC Car '8WHITE', Person 'A'",8
2166,"NNP GZC Car '3RED', Person 'A'",1
1269,"NNP GZC Car '6RED', Person 'B'",1
1818,"NNP GZC Car '11WHITE', Person 'A'",5
1853,"NNP GZC Car '13WHITE', Person 'A'",1
1605,"NNP GZC Car '1RED', Person 'B'",1
317,"NNP GZC Car '15WHITE', Person 'A'",1
1528,"NNP GZC Car '1PURPLE', Person 'B'",2
631,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1148,"NNP GZC Car '6RED', Person 'A'",3
528,"NNP GZC Car '3RED', Person 'A'",1
1940,"NNP GZC Car '1RED', Person 'B'",2
1107,"NNP GZC Car '5WHITE', Person 'A'",1
1384,"NNP GZC Car '1PURPLE', Person 'A'",5
381,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
933,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
376,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1694,"NNP GZC Car '1PURPLE', Person 'B'",3
682,"NNP GZC Car '1PURPLE', Person 'B'",1
505,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1626,"NNP GZC Car '1PURPLE', Person 'B'",2
1134,"NNP GZC Car '1WHITE', Person 'C'",2
1686,"NNP GZC Car '1RED', Person 'B'",2
1520,"NNP GZC Car '1PURPLE', Person 'D'",1
297,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1155,"NNP GZC Car '1WHITE', Person 'C'",2
1551,"NNP GZC Car '1PURPLE', Person 'D'",3
1802,"NNP GZC Car '14WHITE', Person 'A'",1
1218,"NNP GZC Car '1WHITE', Person 'C'",1
1025,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
628,"NNP GZC Car '1PURPLE', Person 'A'",3
1201,"NNP GZC Car '1BLUE', Person 'A'",1
935,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1844,"NNP GZC Car '13WHITE', Person 'B'",1
1343,"NNP GZC Car '6WHITE', Person 'B'",1
753,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1794,"NNP GZC Car '8WHITE', Person 'A'",1
668,"NNP GZC Car '7WHITE', Person 'A'",1
2166,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1843,"NNP GZC Car '13WHITE', Person 'B'",2
643,"NNP GZC Car '2RED', Person 'A'",1
1550,"NNP GZC Car '1PURPLE', Person 'D'",3
418,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1921,"NNP GZC Car '1PURPLE', Person 'D'",3
112,"NNP GZC Car '3RED', Person 'B'",1
473,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",4
1681,"NNP GZC Car '1BLUE', Person 'B'",2
851,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1549,"NNP GZC Car '1PURPLE', Person 'A'",3
787,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1287,"NNP GZC Car '6WHITE', Person 'B'",1
1036,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
728,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
821,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
992,"NNP GZC Car '6WHITE', Person 'B'",2
57,"NNP GZC Car '1WHITE', Person 'C'",2
1944,"NNP GZC Car '1RED', Person 'B'",1
652,"NNP GZC Car '7WHITE', Person 'B'",1
821,"NNP GZC Car '5WHITE', Person 'A'",1
1578,"NNP GZC Car '1PURPLE', Person 'A'",1
1500,"NNP GZC Car '1RED', Person 'B'",2
1513,"NNP GZC Car '1PURPLE', Person 'A'",2
1703,"NNP GZC Car '1BLUE', Person 'B'",1
1346,"NNP GZC Car '6WHITE', Person 'B'",1
23,"NNP GZC Car '12WHITE', Person 'A'",1
370,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1688,"NNP GZC Car '1BLUE', Person 'B'",1
1161,"NNP GZC Car '6WHITE', Person 'B'",3
1314,"NNP GZC Car '6WHITE', Person 'B'",1
2028,"NNP GZC Car '6RED', Person 'A'",3
1806,"NNP GZC Car '7WHITE', Person 'A'",1
18,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
448,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1702,"NNP GZC Car '5WHITE', Person 'A'",1
883,"NNP GZC Car '1RED', Person 'B'",1
278,"NNP GZC Car '3RED', Person 'B'",1
576,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1394,"NNP GZC Car '5WHITE', Person 'A'",1
1715,"NNP GZC Car '1PURPLE', Person 'D'",4
1918,"NNP GZC Car '2RED', Person 'A'",1
1037,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1296,"NNP GZC Car '6WHITE', Person 'B'",1
1791,"NNP GZC Car '8WHITE', Person 'A'",1
138,"NNP GZC Car '5WHITE', Person 'A'",2
677,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1985,"NNP GZC Car '5WHITE', Person 'A'",1
1859,"NNP GZC Car '6RED', Person 'B'",4
1996,"NNP GZC Car '1RED', Person 'B'",1
1523,"NNP GZC Car '8WHITE', Person 'A'",4
1778,"NNP GZC Car '8WHITE', Person 'A'",1
1962,"NNP GZC Car '1RED', Person 'B'",2
1985,"NNP GZC Car '1PURPLE', Person 'D'",2
2145,"NNP GZC Car '5RED', Person 'C'",1
690,"NNP GZC Car '1PURPLE', Person 'B'",1
1718,"NNP GZC Car '1PURPLE', Person 'B'",3
293,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1546,"NNP GZC Car '1PURPLE', Person 'A'",4
456,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
1450,"NNP GZC Car '15WHITE', Person 'A'",4
2096,"NNP GZC Car '3RED', Person 'A'",1
189,"NNP GZC Car '8WHITE', Person 'A'",4
1917,"NNP GZC Car '2RED', Person 'B'",1
881,"NNP GZC Car '2RED', Person 'D'",4
896,"NNP GZC Car '2RED', Person 'A'",3
1027,"NNP GZC Car '12WHITE', Person 'A'",2
2128,"NNP GZC Car '17WHITE', Person 'C'",4
2014,"NNP GZC Car '1WHITE', Person 'B'",3
780,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1028,"NNP GZC Car '6RED', Person 'B'",2
273,"NNP GZC Car '1BLUE', Person 'B'",2
604,"NNP GZC Car '1RED', Person 'A'",1
1774,"NNP GZC Car '8WHITE', Person 'A'",1
1344,"NNP GZC Car '6WHITE', Person 'B'",1
622,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1971,"NNP GZC Car '8WHITE', Person 'A'",4
13,"NNP GZC Car '1WHITE', Person 'B'",2
2043,"NNP GZC Car '6RED', Person 'B'",1
1743,"NNP GZC Car '3PURPLE', Person 'B'",1
1857,"NNP GZC Car '7WHITE', Person 'A'",1
2049,"NNP GZC Car '6RED', Person 'B'",1
1073,"NNP GZC Car '25PURPLE', Person 'A'",2
2031,"NNP GZC Car '6RED', Person 'B'",2
1665,"NNP GZC Car '3PURPLE', Person 'B'",1
238,"NNP GZC Car '1RED', Person 'B'",2
999,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1516,"NNP GZC Car '1PURPLE', Person 'B'",1
1645,"NNP GZC Car '15WHITE', Person 'D'",1
454,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1740,"NNP GZC Car '3PURPLE', Person 'B'",1
1537,"NNP GZC Car '1PURPLE', Person 'D'",2
38,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
365,"NNP GZC Car '6WHITE', Person 'B'",2
2038,"NNP GZC Car '6RED', Person 'A'",2
1103,"NNP GZC Car '2RED', Person 'A'",1
1790,"NNP GZC Car '8WHITE', Person 'A'",1
661,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
902,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1874,"NNP GZC Car '2RED', Person 'D'",1
683,"NNP GZC Car '1PURPLE', Person 'D'",4
1675,"NNP GZC Car '1RED', Person 'A'",1
2083,"NNP GZC Car '6RED', Person 'B'",1
1031,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
691,"NNP GZC Car '7WHITE', Person 'A'",1
610,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
841,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1621,"NNP GZC Car '1PURPLE', Person 'D'",1
1759,"NNP GZC Car '12WHITE', Person 'A'",1
537,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
795,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1090,"NNP GZC Car '25PURPLE', Person 'A'",1
504,"NNP GZC Car '2RED', Person 'C'",1
491,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
679,"NNP GZC Car '1RED', Person 'B'",1
457,"NNP GZC Car '25PURPLE', Person 'A'",2
1499,"NNP GZC Car '1PURPLE', Person 'A'",2
956,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
842,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1762,"NNP GZC Car '12WHITE', Person 'A'",1
609,"NNP GZC Car '1RED', Person 'A'",1
1534,"NNP GZC Car '14WHITE', Person 'A'",1
82,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1098,"NNP GZC Car '25PURPLE', Person 'A'",1
931,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
246,"NNP GZC Car '3RED', Person 'A'",1
1027,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1873,"NNP GZC Car '2RED', Person 'A'",2
1206,"NNP GZC Car '3WHITE', Person 'A'",2
1174,"NNP GZC Car '1WHITE', Person 'C'",1
667,"NNP GZC Car '1BLUE', Person 'A'",1
210,"NNP GZC Car '1RED', Person 'B'",1
1525,"NNP GZC Car '1PURPLE', Person 'B'",1
2039,"NNP GZC Car '6RED', Person 'A'",2
786,"NNP GZC Car '2RED', Person 'B'",2
1226,"NNP GZC Car '1WHITE', Person 'C'",1
148,"NNP GZC Car '3WHITE', Person 'A'",3
1019,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1075,"NNP GZC Car '25PURPLE', Person 'A'",1
1732,"NNP GZC Car '3WHITE', Person 'A'",1
894,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1457,"NNP GZC Car '5WHITE', Person 'A'",1
1449,"NNP GZC Car '4WHITE', Person 'A'",1
1874,"NNP GZC Car '2RED', Person 'B'",1
19,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
371,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1937,"NNP GZC Car '5WHITE', Person 'A'",1
1216,"NNP GZC Car '1WHITE', Person 'B'",1
183,"NNP GZC Car '6WHITE', Person 'B'",1
395,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1306,"NNP GZC Car '6WHITE', Person 'B'",1
613,"NNP GZC Car '1PURPLE', Person 'D'",2
428,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1484,"NNP GZC Car '1PURPLE', Person 'B'",1
1315,"NNP GZC Car '6WHITE', Person 'B'",1
1653,"NNP GZC Car '15WHITE', Person 'B'",1
132,"NNP GZC Car '13WHITE', Person 'A'",1
717,"NNP GZC Car '14WHITE', Person 'A'",3
1462,"NNP GZC Car '5WHITE', Person 'A'",1
2169,"NNP GZC Car '1PURPLE', Person 'A'",1
1545,"NNP GZC Car '1PURPLE', Person 'A'",1
1784,"NNP GZC Car '8WHITE', Person 'A'",1
1669,"NNP GZC Car '3PURPLE', Person 'B'",1
1430,"NNP GZC Car '5WHITE', Person 'A'",1
715,"NNP GZC Car '7WHITE', Person 'A'",1
1332,"NNP GZC Car '6WHITE', Person 'B'",2
1363,"NNP GZC Car '9WHITE', Person 'A'",1
1635,"NNP GZC Car '1PURPLE', Person 'B'",3
117,"NNP GZC Car '8WHITE', Person 'A'",1
593,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1885,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
1586,"NNP GZC Car '1PURPLE', Person 'C'",1
733,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1809,"NNP GZC Car '14WHITE', Person 'A'",1
158,"NNP GZC Car '1PURPLE', Person 'D'",6
897,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1166,"NNP GZC Car '1WHITE', Person 'A'",2
1454,"NNP GZC Car '4WHITE', Person 'A'",1
1867,"NNP GZC Car '2RED', Person 'C'",5
488,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
1417,"NNP GZC Car '5WHITE', Person 'A'",2
1448,"NNP GZC Car '4WHITE', Person 'A'",1
1382,"NNP GZC Car '1BLUE', Person 'B'",2
995,"NNP GZC Car '1BLUE', Person 'B'",1
1039,"NNP GZC Car '5WHITE', Person 'A'",1
49,"NNP GZC Car '1WHITE', Person 'A'",1
1349,"NNP GZC Car '6WHITE', Person 'B'",1
1258,"NNP GZC Car '1WHITE', Person 'B'",1
1827,"NNP GZC Car '4RED', Person 'A'",1
1028,"NNP GZC Car '11WHITE', Person 'A'",6
1928,"NNP GZC Car '14WHITE', Person 'A'",1
1949,"NNP GZC Car '1RED', Person 'B'",1
1381,"NNP GZC Car '1BLUE', Person 'C'",1
559,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1254,"NNP GZC Car '1WHITE', Person 'B'",1
2028,"NNP GZC Car '6RED', Person 'B'",1
1505,"NNP GZC Car '1PURPLE', Person 'D'",3
876,"NNP GZC Car '1BLUE', Person 'C'",1
1128,"NNP GZC Car '7WHITE', Person 'B'",1
1935,"NNP GZC Car '1RED', Person 'B'",3
319,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
674,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
102,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
146,"NNP GZC Car '1WHITE', Person 'A'",1
769,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",9
2165,"NNP GZC Car '8WHITE', Person 'A'",2
164,"NNP GZC Car '1PURPLE', Person 'C'",1
985,"NNP GZC Car '13WHITE', Person 'B'",2
110,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1545,"NNP GZC Car '1PURPLE', Person 'C'",3
755,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
277,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",5
680,"NNP GZC Car '8WHITE', Person 'A'",1
1151,"NNP GZC Car '1WHITE', Person 'A'",6
315,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1883,"NNP GZC Car '2RED', Person 'C'",1
1012,"NNP GZC Car '3WHITE', Person 'A'",1
1994,"NNP GZC Car '1RED', Person 'A'",1
1861,"NNP GZC Car '2RED', Person 'A'",1
2157,"NNP GZC Car '3RED', Person 'A'",1
1034,"NNP GZC Car '5WHITE', Person 'A'",1
1639,"NNP GZC Car '8WHITE', Person 'A'",1
1956,"NNP GZC Car '1RED', Person 'B'",2
1347,"NNP GZC Car '6WHITE', Person 'B'",2
2104,"NNP GZC Car '3RED', Person 'A'",1
1633,"NNP GZC Car '1PURPLE', Person 'B'",1
1495,"NNP GZC Car '1PURPLE', Person 'D'",2
1567,"NNP GZC Car '1PURPLE', Person 'C'",1
835,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1912,"NNP GZC Car '14WHITE', Person 'A'",1
2057,"NNP GZC Car '6RED', Person 'A'",1
767,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
360,"NNP GZC Car '1PURPLE', Person 'A'",3
366,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1710,"NNP GZC Car '1BLUE', Person 'D'",1
52,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2114,"NNP GZC Car '3RED', Person 'A'",1
1810,"NNP GZC Car '7WHITE', Person 'A'",1
2164,"NNP GZC Car '3RED', Person 'A'",1
1298,"NNP GZC Car '6WHITE', Person 'B'",1
1865,"NNP GZC Car '2RED', Person 'D'",3
19,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",2
1243,"NNP GZC Car '6RED', Person 'B'",3
1724,"NNP GZC Car '3WHITE', Person 'A'",1
360,"NNP GZC Car '1PURPLE', Person 'B'",1
1701,"NNP GZC Car '1BLUE', Person 'B'",1
1492,"NNP GZC Car '1PURPLE', Person 'B'",3
871,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1995,"NNP GZC Car '1PURPLE', Person 'D'",1
621,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
364,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1291,"NNP GZC Car '6WHITE', Person 'B'",2
552,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1027,"NNP GZC Car '6RED', Person 'B'",1
1153,"NNP GZC Car '1WHITE', Person 'A'",2
1786,"NNP GZC Car '8WHITE', Person 'A'",1
25,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2006,"NNP GZC Car '6RED', Person 'B'",6
1337,"NNP GZC Car '6WHITE', Person 'B'",1
405,"NNP GZC Car '1RED', Person 'B'",1
1510,"NNP GZC Car '1PURPLE', Person 'A'",2
690,"NNP GZC Car '1RED', Person 'B'",4
234,"NNP GZC Car '15WHITE', Person 'A'",9
1797,"NNP GZC Car '8WHITE', Person 'A'",1
1764,"NNP GZC Car '12WHITE', Person 'A'",1
128,"NNP GZC Car '1BLUE', Person 'A'",1
1289,"NNP GZC Car '6WHITE', Person 'B'",2
191,"NNP GZC Car '8WHITE', Person 'A'",2
1915,"NNP GZC Car '14WHITE', Person 'A'",1
1576,"NNP GZC Car '1PURPLE', Person 'C'",1
1560,"NNP GZC Car '1PURPLE', Person 'B'",3
1546,"NNP GZC Car '1PURPLE', Person 'B'",3
1003,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1856,"NNP GZC Car '1PURPLE', Person 'D'",4
1719,"NNP GZC Car '1PURPLE', Person 'D'",2
132,"NNP GZC Car '13WHITE', Person 'B'",4
1148,"NNP GZC Car '13WHITE', Person 'A'",2
1867,"NNP GZC Car '2RED', Person 'B'",6
320,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",5
507,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
590,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
2030,"NNP GZC Car '6RED', Person 'A'",1
1668,"NNP GZC Car '3PURPLE', Person 'B'",1
1140,"NNP GZC Car '1WHITE', Person 'B'",5
482,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
353,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
337,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
2124,"NNP GZC Car '3RED', Person 'A'",1
1591,"NNP GZC Car '2RED', Person 'C'",1
1815,"NNP GZC Car '11WHITE', Person 'A'",4
1324,"NNP GZC Car '6WHITE', Person 'B'",1
606,"NNP GZC Car '2RED', Person 'C'",1
1686,"NNP GZC Car '1PURPLE', Person 'A'",7
628,"NNP GZC Car '1PURPLE', Person 'B'",1
633,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
192,"NNP GZC Car '8WHITE', Person 'A'",1
1506,"NNP GZC Car '1RED', Person 'A'",1
543,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
404,"NNP GZC Car '14WHITE', Person 'A'",2
1387,"NNP GZC Car '5WHITE', Person 'A'",2
966,"NNP GZC Car '3RED', Person 'B'",1
1898,"NNP GZC Car '2RED', Person 'A'",1
